	init state	goal state	short plans	long plan	number of bowls/stacks	number of blocks	number of steps	init state(ASP)	goal state(ASP)
8. Move the red block onto the yellow block.
9. Move the indigo block onto the blue block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the green block.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the green block onto the red block.
10. Move the indigo block onto the blue block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the green block.
4. Move the violet block onto the table.
5. Move the indigo block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the indigo block onto the blue block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the table.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the blue block onto the orange block.
7. Move the yellow block onto the violet block.
8. Move the red block onto the yellow block.
9. Move the green block onto the red block.
10. Move the indigo block onto the blue block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the green block.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the indigo block onto the blue block.
9. Move the red block onto the yellow block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the green block.
4. Move the violet block onto the table.
5. Move the indigo block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the green block onto the red block.
10. Move the indigo block onto the blue block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the table.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the blue block onto the orange block.
7. Move the yellow block onto the violet block.
8. Move the indigo block onto the blue block.
9. Move the red block onto the yellow block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the green block.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the indigo block onto the blue block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the red block.
4. Move the violet block onto the table.
5. Move the indigo block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the indigo block onto the blue block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the red block.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the blue block onto the orange block.
7. Move the yellow block onto the violet block.
8. Move the red block onto the yellow block.
9. Move the indigo block onto the blue block.
10. Move the green block onto the red block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the red block.
4. Move the indigo block onto the table.
5. Move the violet block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the green block onto the red block.
10. Move the indigo block onto the blue block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the red block.
4. Move the violet block onto the table.
5. Move the indigo block onto the table.
6. Move the yellow block onto the violet block.
7. Move the blue block onto the orange block.
8. Move the red block onto the yellow block.
9. Move the green block onto the red block.
10. Move the indigo block onto the blue block.

1. Move the green block onto the table.
2. Move the red block onto the table.
3. Move the yellow block onto the red block.
